country,year,category,group,subgroup,consumption
Denmark,2014,Animal,Meat ,,435.0
Denmark,2014,Animal,Dairy & Eggs ,,405.0
Denmark,2014,Non-Animal,Alcoholic Beverages ,,212.0
Denmark,2014,Non-Animal,Carbohydrates,Sugar ,438.0
Denmark,2015,Non-Animal,Alcoholic Beverages ,,204.0
Denmark,2015,Non-Animal,Fruit and Vegetables ,,203.0
Denmark,2015,Non-Animal,Carbohydrates,Cereals and Grains ,869.0
Denmark,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,76.0
Denmark,2015,Animal,Dairy & Eggs ,,409.0
Denmark,2015,Non-Animal,Carbohydrates,Sugar ,472.0
Denmark,2015,Non-Animal,Oils & Fats ,,606.0
Denmark,2015,Animal,Meat ,,387.0
Denmark,2016,Animal,Dairy & Eggs ,,355.0
Denmark,2016,Non-Animal,Fruit and Vegetables ,,194.0
Denmark,2016,Non-Animal,Carbohydrates,Cereals and Grains ,853.0
Denmark,2016,Animal,Meat ,,457.0
Denmark,2016,Non-Animal,Alcoholic Beverages ,,203.0
Denmark,2016,Non-Animal,Carbohydrates,Sugar ,553.0
Denmark,2016,Non-Animal,Oils & Fats ,,592.0
Denmark,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,75.0
Denmark,2017,Non-Animal,Carbohydrates,Cereals and Grains ,858.0
Denmark,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,71.5
Denmark,2017,Animal,Meat ,,380.0
Denmark,2017,Animal,Dairy & Eggs ,,406.0
Denmark,2017,Non-Animal,Fruit and Vegetables ,,197.0
Denmark,2017,Non-Animal,Oils & Fats ,,590.0
Denmark,2017,Non-Animal,Alcoholic Beverages ,,195.0
Denmark,2017,Non-Animal,Carbohydrates,Sugar ,472.0
Denmark,2018,Non-Animal,Oils & Fats ,,641.0
Denmark,2018,Animal,Meat ,,377.0
Denmark,2018,Animal,Dairy & Eggs ,,398.0
Denmark,2018,Non-Animal,Carbohydrates,Sugar ,465.0
Denmark,2018,Non-Animal,Alcoholic Beverages ,,178.0
Denmark,2018,Non-Animal,Fruit and Vegetables ,,223.0
Denmark,2018,Non-Animal,Carbohydrates,Cereals and Grains ,852.0
Denmark,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,72.0
Denmark,2019,Non-Animal,Carbohydrates,Sugar ,471.0
Denmark,2019,Non-Animal,Oils & Fats ,,601.0
Denmark,2019,Animal,Meat ,,426.0
Denmark,2019,Non-Animal,Alcoholic Beverages ,,172.0
Denmark,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,56.5
Denmark,2019,Animal,Dairy & Eggs ,,376.0
Denmark,2019,Non-Animal,Fruit and Vegetables ,,220.0
Denmark,2019,Non-Animal,Carbohydrates,Cereals and Grains ,928.0
Denmark,2020,Non-Animal,Alcoholic Beverages ,,173.0
Denmark,2020,Non-Animal,Carbohydrates,Sugar ,468.0
Denmark,2020,Non-Animal,Oils & Fats ,,630.0
Denmark,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,58.0
Denmark,2020,Non-Animal,Carbohydrates,Cereals and Grains ,853.0
Denmark,2020,Animal,Meat ,,402.0
Denmark,2020,Animal,Dairy & Eggs ,,398.0
Denmark,2020,Non-Animal,Fruit and Vegetables ,,216.0
Denmark,2021,Non-Animal,Carbohydrates,Cereals and Grains ,852.0
Denmark,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,58.5
Denmark,2021,Non-Animal,Fruit and Vegetables ,,203.0
Denmark,2021,Non-Animal,Oils & Fats ,,623.0
Denmark,2021,Animal,Meat ,,421.0
Denmark,2021,Animal,Dairy & Eggs ,,375.0
Denmark,2021,Non-Animal,Alcoholic Beverages ,,162.0
Denmark,2021,Non-Animal,Carbohydrates,Sugar ,483.0
Denmark,2022,Non-Animal,Alcoholic Beverages ,,164.0
Denmark,2022,Non-Animal,Fruit and Vegetables ,,197.0
Denmark,2022,Non-Animal,Carbohydrates,Cereals and Grains ,849.0
Denmark,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,59.5
Denmark,2022,Animal,Dairy & Eggs ,,392.0
Denmark,2022,Non-Animal,Carbohydrates,Sugar ,483.0
Denmark,2022,Non-Animal,Oils & Fats ,,621.0
Denmark,2022,Animal,Meat ,,441.0
Estonia,2014,Non-Animal,Carbohydrates,Cereals and Grains ,879.0
Estonia,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,115.5
Estonia,2014,Non-Animal,Fruit and Vegetables ,,143.0
Estonia,2014,Non-Animal,Oils & Fats ,,317.0
Estonia,2014,Animal,Meat ,,291.0
Estonia,2014,Animal,Dairy & Eggs ,,419.0
Estonia,2014,Non-Animal,Alcoholic Beverages ,,254.0
Estonia,2014,Non-Animal,Carbohydrates,Sugar ,513.0
Estonia,2015,Non-Animal,Alcoholic Beverages ,,287.0
Estonia,2015,Non-Animal,Fruit and Vegetables ,,133.0
Estonia,2015,Non-Animal,Carbohydrates,Cereals and Grains ,890.0
Estonia,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,133.5
Estonia,2015,Animal,Dairy & Eggs ,,424.0
Estonia,2015,Non-Animal,Carbohydrates,Sugar ,470.0
Estonia,2015,Non-Animal,Oils & Fats ,,318.0
Estonia,2015,Animal,Meat ,,305.0
Estonia,2016,Animal,Dairy & Eggs ,,402.0
Estonia,2016,Non-Animal,Fruit and Vegetables ,,165.0
Estonia,2016,Non-Animal,Carbohydrates,Cereals and Grains ,899.0
Estonia,2016,Animal,Meat ,,334.0
Estonia,2016,Non-Animal,Alcoholic Beverages ,,279.0
Estonia,2016,Non-Animal,Carbohydrates,Sugar ,466.0
Estonia,2016,Non-Animal,Oils & Fats ,,288.0
Estonia,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,132.0
Estonia,2017,Non-Animal,Carbohydrates,Cereals and Grains ,1052.0
Estonia,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,100.5
Estonia,2017,Animal,Meat ,,314.0
Estonia,2017,Animal,Dairy & Eggs ,,422.0
Estonia,2017,Non-Animal,Fruit and Vegetables ,,166.0
Estonia,2017,Non-Animal,Oils & Fats ,,304.0
Estonia,2017,Non-Animal,Alcoholic Beverages ,,309.0
Estonia,2017,Non-Animal,Carbohydrates,Sugar ,427.0
Estonia,2018,Non-Animal,Oils & Fats ,,319.0
Estonia,2018,Animal,Meat ,,316.0
Estonia,2018,Animal,Dairy & Eggs ,,424.0
Estonia,2018,Non-Animal,Carbohydrates,Sugar ,450.0
Estonia,2018,Non-Animal,Alcoholic Beverages ,,303.0
Estonia,2018,Non-Animal,Fruit and Vegetables ,,175.0
Estonia,2018,Non-Animal,Carbohydrates,Cereals and Grains ,1076.0
Estonia,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,89.5
Estonia,2019,Non-Animal,Carbohydrates,Sugar ,422.0
Estonia,2019,Non-Animal,Oils & Fats ,,285.0
Estonia,2019,Animal,Meat ,,329.0
Estonia,2019,Non-Animal,Alcoholic Beverages ,,318.0
Estonia,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,122.5
Estonia,2019,Animal,Dairy & Eggs ,,398.0
Estonia,2019,Non-Animal,Fruit and Vegetables ,,170.0
Estonia,2019,Non-Animal,Carbohydrates,Cereals and Grains ,1036.0
Estonia,2020,Non-Animal,Alcoholic Beverages ,,329.0
Estonia,2020,Non-Animal,Carbohydrates,Sugar ,399.0
Estonia,2020,Non-Animal,Oils & Fats ,,260.0
Estonia,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,121.0
Estonia,2020,Non-Animal,Carbohydrates,Cereals and Grains ,1036.0
Estonia,2020,Animal,Meat ,,318.0
Estonia,2020,Animal,Dairy & Eggs ,,406.0
Estonia,2020,Non-Animal,Fruit and Vegetables ,,176.0
Estonia,2021,Non-Animal,Carbohydrates,Cereals and Grains ,1061.0
Estonia,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,95.0
Estonia,2021,Non-Animal,Fruit and Vegetables ,,167.0
Estonia,2021,Non-Animal,Oils & Fats ,,331.0
Estonia,2021,Animal,Meat ,,288.0
Estonia,2021,Animal,Dairy & Eggs ,,427.0
Estonia,2021,Non-Animal,Alcoholic Beverages ,,397.0
Estonia,2021,Non-Animal,Carbohydrates,Sugar ,272.0
Estonia,2022,Non-Animal,Alcoholic Beverages ,,396.0
Estonia,2022,Non-Animal,Fruit and Vegetables ,,174.0
Estonia,2022,Non-Animal,Carbohydrates,Cereals and Grains ,1044.0
Estonia,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,118.0
Estonia,2022,Animal,Dairy & Eggs ,,459.0
Estonia,2022,Non-Animal,Carbohydrates,Sugar ,268.0
Estonia,2022,Non-Animal,Oils & Fats ,,289.0
Estonia,2022,Animal,Meat ,,276.0
Finland,2014,Non-Animal,Carbohydrates,Cereals and Grains ,888.0
Finland,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,74.0
Finland,2014,Non-Animal,Fruit and Vegetables ,,145.0
Finland,2014,Non-Animal,Oils & Fats ,,411.0
Finland,2014,Animal,Meat ,,578.0
Finland,2014,Animal,Dairy & Eggs ,,459.0
Finland,2014,Non-Animal,Alcoholic Beverages ,,195.0
Finland,2014,Non-Animal,Carbohydrates,Sugar ,324.0
Finland,2015,Non-Animal,Alcoholic Beverages ,,183.0
Finland,2015,Non-Animal,Fruit and Vegetables ,,140.0
Finland,2015,Non-Animal,Carbohydrates,Cereals and Grains ,934.0
Finland,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,72.5
Finland,2015,Animal,Dairy & Eggs ,,460.0
Finland,2015,Non-Animal,Carbohydrates,Sugar ,316.0
Finland,2015,Non-Animal,Oils & Fats ,,421.0
Finland,2015,Animal,Meat ,,579.0
Finland,2016,Animal,Dairy & Eggs ,,480.0
Finland,2016,Non-Animal,Fruit and Vegetables ,,151.0
Finland,2016,Non-Animal,Carbohydrates,Cereals and Grains ,918.0
Finland,2016,Animal,Meat ,,605.0
Finland,2016,Non-Animal,Alcoholic Beverages ,,183.0
Finland,2016,Non-Animal,Carbohydrates,Sugar ,329.0
Finland,2016,Non-Animal,Oils & Fats ,,409.0
Finland,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,70.5
Finland,2017,Non-Animal,Carbohydrates,Cereals and Grains ,931.0
Finland,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,70.0
Finland,2017,Animal,Meat ,,590.0
Finland,2017,Animal,Dairy & Eggs ,,499.0
Finland,2017,Non-Animal,Fruit and Vegetables ,,145.0
Finland,2017,Non-Animal,Oils & Fats ,,406.0
Finland,2017,Non-Animal,Alcoholic Beverages ,,170.0
Finland,2017,Non-Animal,Carbohydrates,Sugar ,285.0
Finland,2018,Non-Animal,Oils & Fats ,,408.0
Finland,2018,Animal,Meat ,,585.0
Finland,2018,Animal,Dairy & Eggs ,,493.0
Finland,2018,Non-Animal,Carbohydrates,Sugar ,325.0
Finland,2018,Non-Animal,Alcoholic Beverages ,,167.0
Finland,2018,Non-Animal,Fruit and Vegetables ,,150.0
Finland,2018,Non-Animal,Carbohydrates,Cereals and Grains ,900.0
Finland,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,66.5
Finland,2019,Non-Animal,Carbohydrates,Sugar ,296.0
Finland,2019,Non-Animal,Oils & Fats ,,411.0
Finland,2019,Animal,Meat ,,607.0
Finland,2019,Non-Animal,Alcoholic Beverages ,,166.0
Finland,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,66.0
Finland,2019,Animal,Dairy & Eggs ,,500.0
Finland,2019,Non-Animal,Fruit and Vegetables ,,144.0
Finland,2019,Non-Animal,Carbohydrates,Cereals and Grains ,946.0
Finland,2020,Non-Animal,Alcoholic Beverages ,,172.0
Finland,2020,Non-Animal,Carbohydrates,Sugar ,298.0
Finland,2020,Non-Animal,Oils & Fats ,,433.0
Finland,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,66.0
Finland,2020,Non-Animal,Carbohydrates,Cereals and Grains ,914.0
Finland,2020,Animal,Meat ,,602.0
Finland,2020,Animal,Dairy & Eggs ,,529.0
Finland,2020,Non-Animal,Fruit and Vegetables ,,157.0
Finland,2021,Non-Animal,Carbohydrates,Cereals and Grains ,943.0
Finland,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,62.0
Finland,2021,Non-Animal,Fruit and Vegetables ,,158.0
Finland,2021,Non-Animal,Oils & Fats ,,422.0
Finland,2021,Animal,Meat ,,606.0
Finland,2021,Animal,Dairy & Eggs ,,531.0
Finland,2021,Non-Animal,Alcoholic Beverages ,,164.0
Finland,2021,Non-Animal,Carbohydrates,Sugar ,300.0
Finland,2022,Non-Animal,Alcoholic Beverages ,,164.0
Finland,2022,Non-Animal,Fruit and Vegetables ,,158.0
Finland,2022,Non-Animal,Carbohydrates,Cereals and Grains ,948.0
Finland,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,65.0
Finland,2022,Animal,Dairy & Eggs ,,545.0
Finland,2022,Non-Animal,Carbohydrates,Sugar ,304.0
Finland,2022,Non-Animal,Oils & Fats ,,437.0
Finland,2022,Animal,Meat ,,599.0
France,2014,Non-Animal,Carbohydrates,Cereals and Grains ,902.0
France,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,56.0
France,2014,Non-Animal,Fruit and Vegetables ,,177.0
France,2014,Non-Animal,Oils & Fats ,,761.0
France,2014,Animal,Meat ,,542.0
France,2014,Animal,Dairy & Eggs ,,420.0
France,2014,Non-Animal,Alcoholic Beverages ,,168.0
France,2014,Non-Animal,Carbohydrates,Sugar ,396.0
France,2015,Non-Animal,Alcoholic Beverages ,,165.0
France,2015,Non-Animal,Fruit and Vegetables ,,170.0
France,2015,Non-Animal,Carbohydrates,Cereals and Grains ,920.0
France,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,58.5
France,2015,Animal,Dairy & Eggs ,,426.0
France,2015,Non-Animal,Carbohydrates,Sugar ,357.0
France,2015,Non-Animal,Oils & Fats ,,798.0
France,2015,Animal,Meat ,,500.0
France,2016,Animal,Dairy & Eggs ,,430.0
France,2016,Non-Animal,Fruit and Vegetables ,,180.0
France,2016,Non-Animal,Carbohydrates,Cereals and Grains ,893.0
France,2016,Animal,Meat ,,483.0
France,2016,Non-Animal,Alcoholic Beverages ,,165.0
France,2016,Non-Animal,Carbohydrates,Sugar ,350.0
France,2016,Non-Animal,Oils & Fats ,,792.0
France,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,58.0
France,2017,Non-Animal,Carbohydrates,Cereals and Grains ,954.0
France,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,59.5
France,2017,Animal,Meat ,,552.0
France,2017,Animal,Dairy & Eggs ,,386.0
France,2017,Non-Animal,Fruit and Vegetables ,,182.0
France,2017,Non-Animal,Oils & Fats ,,812.0
France,2017,Non-Animal,Alcoholic Beverages ,,140.0
France,2017,Non-Animal,Carbohydrates,Sugar ,343.0
France,2018,Non-Animal,Oils & Fats ,,795.0
France,2018,Animal,Meat ,,552.0
France,2018,Animal,Dairy & Eggs ,,394.0
France,2018,Non-Animal,Carbohydrates,Sugar ,381.0
France,2018,Non-Animal,Alcoholic Beverages ,,158.0
France,2018,Non-Animal,Fruit and Vegetables ,,180.0
France,2018,Non-Animal,Carbohydrates,Cereals and Grains ,907.0
France,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,54.0
France,2019,Non-Animal,Carbohydrates,Sugar ,358.0
France,2019,Non-Animal,Oils & Fats ,,776.0
France,2019,Animal,Meat ,,552.0
France,2019,Non-Animal,Alcoholic Beverages ,,139.0
France,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,58.5
France,2019,Animal,Dairy & Eggs ,,390.0
France,2019,Non-Animal,Fruit and Vegetables ,,175.0
France,2019,Non-Animal,Carbohydrates,Cereals and Grains ,972.0
France,2020,Non-Animal,Alcoholic Beverages ,,156.0
France,2020,Non-Animal,Carbohydrates,Sugar ,357.0
France,2020,Non-Animal,Oils & Fats ,,757.0
France,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,57.5
France,2020,Non-Animal,Carbohydrates,Cereals and Grains ,951.0
France,2020,Animal,Meat ,,546.0
France,2020,Animal,Dairy & Eggs ,,396.0
France,2020,Non-Animal,Fruit and Vegetables ,,176.0
France,2021,Non-Animal,Carbohydrates,Cereals and Grains ,970.0
France,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,55.5
France,2021,Non-Animal,Fruit and Vegetables ,,163.0
France,2021,Non-Animal,Oils & Fats ,,742.0
France,2021,Animal,Meat ,,538.0
France,2021,Animal,Dairy & Eggs ,,385.0
France,2021,Non-Animal,Alcoholic Beverages ,,137.0
France,2021,Non-Animal,Carbohydrates,Sugar ,361.0
France,2022,Non-Animal,Alcoholic Beverages ,,130.0
France,2022,Non-Animal,Fruit and Vegetables ,,175.0
France,2022,Non-Animal,Carbohydrates,Cereals and Grains ,960.0
France,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,56.0
France,2022,Animal,Dairy & Eggs ,,392.0
France,2022,Non-Animal,Carbohydrates,Sugar ,374.0
France,2022,Non-Animal,Oils & Fats ,,758.0
France,2022,Animal,Meat ,,527.0
Germany,2014,Non-Animal,Carbohydrates,Cereals and Grains ,859.0
Germany,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,63.0
Germany,2014,Non-Animal,Fruit and Vegetables ,,172.0
Germany,2014,Non-Animal,Oils & Fats ,,767.0
Germany,2014,Animal,Meat ,,382.0
Germany,2014,Animal,Dairy & Eggs ,,358.0
Germany,2014,Non-Animal,Alcoholic Beverages ,,247.0
Germany,2014,Non-Animal,Carbohydrates,Sugar ,496.0
Germany,2015,Non-Animal,Alcoholic Beverages ,,264.0
Germany,2015,Non-Animal,Fruit and Vegetables ,,172.0
Germany,2015,Non-Animal,Carbohydrates,Cereals and Grains ,860.0
Germany,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,62.0
Germany,2015,Animal,Dairy & Eggs ,,362.0
Germany,2015,Non-Animal,Carbohydrates,Sugar ,469.0
Germany,2015,Non-Animal,Oils & Fats ,,786.0
Germany,2015,Animal,Meat ,,386.0
Germany,2016,Animal,Dairy & Eggs ,,376.0
Germany,2016,Non-Animal,Fruit and Vegetables ,,169.0
Germany,2016,Non-Animal,Carbohydrates,Cereals and Grains ,874.0
Germany,2016,Animal,Meat ,,404.0
Germany,2016,Non-Animal,Alcoholic Beverages ,,259.0
Germany,2016,Non-Animal,Carbohydrates,Sugar ,447.0
Germany,2016,Non-Animal,Oils & Fats ,,810.0
Germany,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,69.0
Germany,2017,Non-Animal,Carbohydrates,Cereals and Grains ,866.0
Germany,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,67.5
Germany,2017,Animal,Meat ,,397.0
Germany,2017,Animal,Dairy & Eggs ,,365.0
Germany,2017,Non-Animal,Fruit and Vegetables ,,168.0
Germany,2017,Non-Animal,Oils & Fats ,,812.0
Germany,2017,Non-Animal,Alcoholic Beverages ,,249.0
Germany,2017,Non-Animal,Carbohydrates,Sugar ,481.0
Germany,2018,Non-Animal,Oils & Fats ,,787.0
Germany,2018,Animal,Meat ,,397.0
Germany,2018,Animal,Dairy & Eggs ,,388.0
Germany,2018,Non-Animal,Carbohydrates,Sugar ,466.0
Germany,2018,Non-Animal,Alcoholic Beverages ,,255.0
Germany,2018,Non-Animal,Fruit and Vegetables ,,170.0
Germany,2018,Non-Animal,Carbohydrates,Cereals and Grains ,873.0
Germany,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,67.0
Germany,2019,Non-Animal,Carbohydrates,Sugar ,485.0
Germany,2019,Non-Animal,Oils & Fats ,,795.0
Germany,2019,Animal,Meat ,,404.0
Germany,2019,Non-Animal,Alcoholic Beverages ,,232.0
Germany,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,63.0
Germany,2019,Animal,Dairy & Eggs ,,380.0
Germany,2019,Non-Animal,Fruit and Vegetables ,,165.0
Germany,2019,Non-Animal,Carbohydrates,Cereals and Grains ,876.0
Germany,2020,Non-Animal,Alcoholic Beverages ,,237.0
Germany,2020,Non-Animal,Carbohydrates,Sugar ,473.0
Germany,2020,Non-Animal,Oils & Fats ,,796.0
Germany,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,69.0
Germany,2020,Non-Animal,Carbohydrates,Cereals and Grains ,874.0
Germany,2020,Animal,Meat ,,405.0
Germany,2020,Animal,Dairy & Eggs ,,384.0
Germany,2020,Non-Animal,Fruit and Vegetables ,,177.0
Germany,2021,Non-Animal,Carbohydrates,Cereals and Grains ,861.0
Germany,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,65.5
Germany,2021,Non-Animal,Fruit and Vegetables ,,178.0
Germany,2021,Non-Animal,Oils & Fats ,,809.0
Germany,2021,Animal,Meat ,,397.0
Germany,2021,Animal,Dairy & Eggs ,,374.0
Germany,2021,Non-Animal,Alcoholic Beverages ,,243.0
Germany,2021,Non-Animal,Carbohydrates,Sugar ,461.0
Germany,2022,Non-Animal,Alcoholic Beverages ,,255.0
Germany,2022,Non-Animal,Fruit and Vegetables ,,179.0
Germany,2022,Non-Animal,Carbohydrates,Cereals and Grains ,872.0
Germany,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,61.0
Germany,2022,Animal,Dairy & Eggs ,,378.0
Germany,2022,Non-Animal,Carbohydrates,Sugar ,469.0
Germany,2022,Non-Animal,Oils & Fats ,,801.0
Germany,2022,Animal,Meat ,,390.0
Greece,2014,Non-Animal,Carbohydrates,Cereals and Grains ,984.0
Greece,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,86.0
Greece,2014,Non-Animal,Fruit and Vegetables ,,350.0
Greece,2014,Non-Animal,Oils & Fats ,,793.0
Greece,2014,Animal,Meat ,,352.0
Greece,2014,Animal,Dairy & Eggs ,,436.0
Greece,2014,Non-Animal,Alcoholic Beverages ,,127.0
Greece,2014,Non-Animal,Carbohydrates,Sugar ,317.0
Greece,2015,Non-Animal,Alcoholic Beverages ,,147.0
Greece,2015,Non-Animal,Fruit and Vegetables ,,314.0
Greece,2015,Non-Animal,Carbohydrates,Cereals and Grains ,926.0
Greece,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,88.0
Greece,2015,Animal,Dairy & Eggs ,,452.0
Greece,2015,Non-Animal,Carbohydrates,Sugar ,268.0
Greece,2015,Non-Animal,Oils & Fats ,,767.0
Greece,2015,Animal,Meat ,,361.0
Greece,2016,Animal,Dairy & Eggs ,,485.0
Greece,2016,Non-Animal,Fruit and Vegetables ,,325.0
Greece,2016,Non-Animal,Carbohydrates,Cereals and Grains ,896.0
Greece,2016,Animal,Meat ,,341.0
Greece,2016,Non-Animal,Alcoholic Beverages ,,129.0
Greece,2016,Non-Animal,Carbohydrates,Sugar ,295.0
Greece,2016,Non-Animal,Oils & Fats ,,766.0
Greece,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,99.0
Greece,2017,Non-Animal,Carbohydrates,Cereals and Grains ,941.0
Greece,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,84.0
Greece,2017,Animal,Meat ,,344.0
Greece,2017,Animal,Dairy & Eggs ,,450.0
Greece,2017,Non-Animal,Fruit and Vegetables ,,298.0
Greece,2017,Non-Animal,Oils & Fats ,,812.0
Greece,2017,Non-Animal,Alcoholic Beverages ,,130.0
Greece,2017,Non-Animal,Carbohydrates,Sugar ,294.0
Greece,2018,Non-Animal,Oils & Fats ,,823.0
Greece,2018,Animal,Meat ,,348.0
Greece,2018,Animal,Dairy & Eggs ,,455.0
Greece,2018,Non-Animal,Carbohydrates,Sugar ,261.0
Greece,2018,Non-Animal,Alcoholic Beverages ,,127.0
Greece,2018,Non-Animal,Fruit and Vegetables ,,315.0
Greece,2018,Non-Animal,Carbohydrates,Cereals and Grains ,920.0
Greece,2018,Non-Animal,Carbohydrates,Starchy Roots and pulses ,88.0
Greece,2019,Non-Animal,Carbohydrates,Sugar ,264.0
Greece,2019,Non-Animal,Oils & Fats ,,808.0
Greece,2019,Animal,Meat ,,341.0
Greece,2019,Non-Animal,Alcoholic Beverages ,,114.0
Greece,2019,Non-Animal,Carbohydrates,Starchy Roots and pulses ,81.5
Greece,2019,Animal,Dairy & Eggs ,,473.0
Greece,2019,Non-Animal,Fruit and Vegetables ,,285.0
Greece,2019,Non-Animal,Carbohydrates,Cereals and Grains ,907.0
Greece,2020,Non-Animal,Alcoholic Beverages ,,100.0
Greece,2020,Non-Animal,Carbohydrates,Sugar ,260.0
Greece,2020,Non-Animal,Oils & Fats ,,838.0
Greece,2020,Non-Animal,Carbohydrates,Starchy Roots and pulses ,83.0
Greece,2020,Non-Animal,Carbohydrates,Cereals and Grains ,917.0
Greece,2020,Animal,Meat ,,341.0
Greece,2020,Animal,Dairy & Eggs ,,445.0
Greece,2020,Non-Animal,Fruit and Vegetables ,,293.0
Greece,2021,Non-Animal,Carbohydrates,Cereals and Grains ,926.0
Greece,2021,Non-Animal,Carbohydrates,Starchy Roots and pulses ,88.0
Greece,2021,Non-Animal,Fruit and Vegetables ,,285.0
Greece,2021,Non-Animal,Oils & Fats ,,820.0
Greece,2021,Animal,Meat ,,322.0
Greece,2021,Animal,Dairy & Eggs ,,428.0
Greece,2021,Non-Animal,Alcoholic Beverages ,,101.0
Greece,2021,Non-Animal,Carbohydrates,Sugar ,281.0
Greece,2022,Non-Animal,Alcoholic Beverages ,,100.0
Greece,2022,Non-Animal,Fruit and Vegetables ,,285.0
Greece,2022,Non-Animal,Carbohydrates,Cereals and Grains ,947.0
Greece,2022,Non-Animal,Carbohydrates,Starchy Roots and pulses ,89.0
Greece,2022,Animal,Dairy & Eggs ,,418.0
Greece,2022,Non-Animal,Carbohydrates,Sugar ,279.0
Greece,2022,Non-Animal,Oils & Fats ,,800.0
Greece,2022,Animal,Meat ,,328.0
Hungary,2014,Non-Animal,Carbohydrates,Cereals and Grains ,923.0
Hungary,2014,Non-Animal,Carbohydrates,Starchy Roots and pulses ,68.5
Hungary,2014,Non-Animal,Fruit and Vegetables ,,179.0
Hungary,2014,Non-Animal,Oils & Fats ,,758.0
Hungary,2014,Animal,Meat ,,372.0
Hungary,2014,Animal,Dairy & Eggs ,,289.0
Hungary,2014,Non-Animal,Alcoholic Beverages ,,217.0
Hungary,2014,Non-Animal,Carbohydrates,Sugar ,352.0
Hungary,2015,Non-Animal,Alcoholic Beverages ,,216.0
Hungary,2015,Non-Animal,Fruit and Vegetables ,,214.0
Hungary,2015,Non-Animal,Carbohydrates,Cereals and Grains ,892.0
Hungary,2015,Non-Animal,Carbohydrates,Starchy Roots and pulses ,60.5
Hungary,2015,Animal,Dairy & Eggs ,,293.0
Hungary,2015,Non-Animal,Carbohydrates,Sugar ,363.0
Hungary,2015,Non-Animal,Oils & Fats ,,748.0
Hungary,2015,Animal,Meat ,,374.0
Hungary,2016,Animal,Dairy & Eggs ,,300.0
Hungary,2016,Non-Animal,Fruit and Vegetables ,,192.0
Hungary,2016,Non-Animal,Carbohydrates,Cereals and Grains ,806.0
Hungary,2016,Animal,Meat ,,375.0
Hungary,2016,Non-Animal,Alcoholic Beverages ,,217.0
Hungary,2016,Non-Animal,Carbohydrates,Sugar ,347.0
Hungary,2016,Non-Animal,Oils & Fats ,,753.0
Hungary,2016,Non-Animal,Carbohydrates,Starchy Roots and pulses ,64.0
Hungary,2017,Non-Animal,Carbohydrates,Cereals and Grains ,806.0
Hungary,2017,Non-Animal,Carbohydrates,Starchy Roots and pulses ,74.0
Hungary,2017,Animal,Meat ,,361.0
